,Код ОКЭД*,ID РАЙОН,Кол-во людей,oked_total,dist_total,rca,m_cp,rayon
256,12,3140.0,12.0,3889.0,14478.0,1.897936490192992,1,"Жамбылский район, Жамбылская область"
257,12,3142.0,8.0,3889.0,13663.0,1.3407657910665858,1,"Жуалынский район, Жамбылская область"
258,12,3148.0,41.0,3889.0,33721.0,2.7841486133902213,1,"Кордайский район, Жамбылская область"
259,12,3150.0,7.0,3889.0,15380.0,1.0421991305542857,1,"район Турара Рыскулова, Жамбылская область"
260,12,3154.0,12.0,3889.0,19309.0,1.4230837694864644,1,"Меркенский район, Жамбылская область"
261,12,3156.0,2.0,3889.0,8441.0,0.5425566580779162,0,"Мойынкумский район, Жамбылская область"
262,12,3160.0,9.0,3889.0,12965.0,1.5895675571739767,1,"Сарысуский район, Жамбылская область"
263,12,3162.0,1.0,3889.0,12526.0,0.18280858817003393,0,"Таласский район, Жамбылская область"
264,12,3166.0,10.0,3889.0,22230.0,1.0300766421132908,1,"Шуский район, Жамбылская область"
265,12,3310.0,20.0,3889.0,94504.0,0.4846060220557532,0,"Талдыкорган Г.А., Жетісу"
266,12,3318.0,3.0,3889.0,7688.0,0.8935459321349551,0,"Текели Г.А., Жетісу"
