,source,target,weight
215,2361//,8111//,0.5112960760998811
216,2361//,8113//,0.3208791208791209
217,2361//,8114//,0.3802197802197802
218,2361//,8121//,0.5824175824175825
219,2361//,8122//,0.44274809160305345
220,2361//,8123//,0.3120879120879121
221,2361//,8131//,0.47757255936675463
222,2361//,8133//,0.2967032967032967
223,2361//,8134//,0.5641547861507128
224,2362//,2381//,0.5454545454545454
225,2362//,2371//,0.3175355450236967
226,2362//,2373//,0.36729857819905215
227,2362//,2382//,0.5099337748344371
228,2362//,2383//,0.4028436018957346
229,2362//,2389//,0.4755134281200632
230,2362//,3219//,0.3744075829383886
231,2362//,3261//,0.33175355450236965
232,2362//,3273//,0.48578199052132703
233,2362//,3323//,0.3815165876777251
234,2362//,3327//,0.4218009478672986
235,2362//,4231//,0.4004739336492891
236,2362//,4233//,0.31516587677725116
237,2362//,4238//,0.489945155393053
238,2362//,4239//,0.3412322274881517
239,2362//,4244//,0.36492890995260663
240,2362//,4245//,0.34360189573459715
241,2362//,4249//,0.5219399538106235
242,2362//,4411//,0.46842105263157896
243,2362//,4412//,0.5426944971537002
244,2362//,4413//,0.46251441753171857
245,2362//,4421//,0.498220640569395
246,2362//,4422//,0.5294117647058824
247,2362//,4431//,0.5
248,2362//,4441//,0.4652532391048292
249,2362//,4442//,0.46971935007385524
250,2362//,4451//,0.4589041095890411
251,2362//,4452//,0.42890995260663506
252,2362//,4453//,0.4382716049382716
253,2362//,4461//,0.447741935483871
254,2362//,4471//,0.45977011494252873
255,2362//,4481//,0.4146919431279621
256,2362//,4482//,0.47161572052401746
257,2362//,4483//,0.4834123222748815
258,2362//,4511//,0.508833922261484
259,2362//,4512//,0.33649289099526064
260,2362//,4522//,0.3744075829383886
261,2362//,4523//,0.4805013927576602
262,2362//,4531//,0.49173553719008267
263,2362//,4532//,0.46808510638297873
264,2362//,4533//,0.5076628352490421
265,2362//,4539//,0.47634069400630913
266,2362//,4543//,0.47892074198988194
267,2362//,4841//,0.48925619834710743
268,2362//,4842//,0.49240121580547114
269,2362//,4884//,0.3744075829383886
270,2362//,4921//,0.3009478672985782
271,2362//,5173//,0.3886255924170616
272,2362//,5221//,0.47017543859649125
273,2362//,5242//,0.4549763033175355
274,2362//,5322//,0.44499178981937604
275,2362//,5419//,0.4261241970021413
276,2362//,5613//,0.33649289099526064
277,2362//,5617//,0.48412698412698413
278,2362//,5621//,0.3767772511848341
279,2362//,6211//,0.47417840375586856
280,2362//,6212//,0.4743276283618582
281,2362//,6213//,0.4662420382165605
282,2362//,6214//,0.4498977505112474
283,2362//,6216//,0.444007858546169
284,2362//,6219//,0.3767772511848341
285,2362//,6231//,0.4742268041237113
286,2362//,6232//,0.4549763033175355
287,2362//,6233//,0.4921875
288,2362//,6241//,0.4497444633730835
289,2362//,6242//,0.4549763033175355
290,2362//,6244//,0.4395229982964225
291,2362//,7139//,0.4676113360323887
292,2362//,7211//,0.33649289099526064
293,2362//,7212//,0.3459715639810427
294,2362//,7223//,0.3246445497630332
295,2362//,7224//,0.5059101654846335
296,2362//,7225//,0.4517704517704518
297,2362//,8111//,0.4661117717003567
298,2362//,8113//,0.43601895734597157
299,2362//,8114//,0.3246445497630332
300,2362//,8121//,0.47393364928909953
301,2362//,8122//,0.4549618320610687
302,2362//,8123//,0.3862559241706161
303,2362//,8131//,0.45382585751978893
304,2362//,8134//,0.4623217922606925
305,2371//,2373//,0.3916083916083916
306,2371//,2381//,0.3359683794466403
307,2371//,2382//,0.31788079470198677
308,2371//,2389//,0.3333333333333333
309,2371//,3219//,0.343042071197411
310,2371//,3261//,0.3037542662116041
311,2371//,3273//,0.3619791666666667
312,2371//,3323//,0.3592233009708738
313,2371//,3327//,0.3179347826086957
314,2371//,4231//,0.3548387096774194
315,2371//,4233//,0.33916083916083917
316,2371//,4238//,0.35283363802559414
317,2371//,4244//,0.2971246006389776
318,2371//,4247//,0.32867132867132864
319,2371//,4249//,0.2979214780600462
320,2371//,4411//,0.30526315789473685
321,2371//,4412//,0.3510436432637571
322,2371//,4413//,0.3137254901960784
323,2371//,4421//,0.30604982206405695
324,2371//,4422//,0.3093681917211329
325,2371//,4431//,0.3013698630136986
326,2371//,4441//,0.30742049469964666
327,2371//,4442//,0.3249630723781389
328,2371//,4452//,0.3203342618384401
329,2371//,4453//,0.3004115226337449
330,2371//,4471//,0.31839080459770114
331,2371//,4482//,0.3034934497816594
332,2371//,4483//,0.3
333,2371//,4511//,0.32332155477031804
334,2371//,4522//,0.3268608414239482
335,2371//,4523//,0.3050139275766017
336,2371//,4531//,0.32644628099173556
337,2371//,4532//,0.3127659574468085
338,2371//,4533//,0.2988505747126437
339,2371//,4539//,0.2981072555205047
340,2371//,4841//,0.30413223140495865
341,2371//,4842//,0.3404255319148936
342,2371//,4884//,0.31722054380664655
343,2371//,5322//,0.3021346469622332
344,2371//,5324//,0.32867132867132864
345,2371//,5621//,0.30990415335463256
346,2371//,5629//,0.34615384615384615
347,2371//,6211//,0.3208137715179969
348,2371//,6212//,0.2995110024449878
349,2371//,6213//,0.30318471337579617
350,2371//,6214//,0.2985685071574642
351,2371//,6216//,0.3025540275049116
352,2371//,6219//,0.329073482428115
353,2371//,6231//,0.31958762886597936
354,2371//,6232//,0.3175355450236967
355,2371//,6242//,0.3148614609571788
356,2371//,7212//,0.3273809523809524
357,2371//,7224//,0.30969267139479906
358,2371//,7225//,0.29914529914529914
359,2371//,8111//,0.3091557669441142
360,2371//,8113//,0.3753280839895013
361,2371//,8114//,0.3076923076923077
362,2371//,8123//,0.34036144578313254
363,2371//,8131//,0.30606860158311344
364,2372//,4881//,0.3394495412844037
365,2372//,5616//,0.3394495412844037
366,2372//,8129//,0.3119266055045872
367,2373//,4522//,0.4692556634304207
368,2373//,2381//,0.3814229249011858
369,2373//,2382//,0.3443708609271523
370,2373//,2383//,0.35987261146496813
371,2373//,2389//,0.3285939968404423
372,2373//,3219//,0.36893203883495146
373,2373//,3261//,0.3447098976109215
374,2373//,3273//,0.4140625
375,2373//,3323//,0.3786407766990291
376,2373//,3327//,0.31521739130434784
377,2373//,4231//,0.41935483870967744
378,2373//,4233//,0.3824561403508772
379,2373//,4237//,0.3473684210526316
380,2373//,4238//,0.3126142595978062
381,2373//,4239//,0.32280701754385965
382,2373//,4244//,0.40894568690095845
383,2373//,4245//,0.30526315789473685
384,2373//,4247//,0.35789473684210527
385,2373//,4249//,0.3094688221709007
386,2373//,4411//,0.33289473684210524
387,2373//,4412//,0.40037950664136623
388,2373//,4413//,0.3102652825836217
389,2373//,4421//,0.3736654804270463
390,2373//,4422//,0.4117647058823529
391,2373//,4431//,0.3744292237442922
392,2373//,4441//,0.30977620730270905
393,2373//,4442//,0.3249630723781389
394,2373//,4451//,0.29863013698630136
395,2373//,4452//,0.3816155988857939
396,2373//,4453//,0.3333333333333333
397,2373//,4461//,0.30193548387096775
398,2373//,4471//,0.30689655172413793
399,2373//,4481//,0.3413333333333333
400,2373//,4482//,0.3471615720524017
401,2373//,4483//,0.3868421052631579
402,2373//,4511//,0.4010600706713781
403,2373//,4512//,0.43859649122807015
404,2373//,4523//,0.3467966573816156
405,2373//,4531//,0.378099173553719
406,2373//,4532//,0.3702127659574468
407,2373//,4533//,0.3735632183908046
408,2373//,4539//,0.33280757097791797
409,2373//,4543//,0.3254637436762226
410,2373//,4841//,0.32231404958677684
411,2373//,4842//,0.30851063829787234
412,2373//,4884//,0.3957703927492447
413,2373//,4921//,0.3543859649122807
414,2373//,5321//,0.3649122807017544
415,2373//,5322//,0.3169129720853859
416,2373//,5324//,0.2982456140350877
417,2373//,5613//,0.34516129032258064
418,2373//,5614//,0.3087719298245614
419,2373//,5617//,0.3273809523809524
420,2373//,5621//,0.4185303514376997
421,2373//,5629//,0.38596491228070173
422,2373//,6211//,0.323943661971831
423,2373//,6212//,0.31295843520782396
424,2373//,6213//,0.3006369426751592
425,2373//,6214//,0.30265848670756645
426,2373//,6216//,0.3320235756385069
427,2373//,6219//,0.402555910543131
428,2373//,6221//,0.3719298245614035
429,2373//,6231//,0.33676975945017185
430,2373//,6232//,0.3791469194312796
431,2373//,6233//,0.369140625
432,2373//,6241//,0.31686541737649065
433,2373//,6242//,0.3879093198992443
434,2373//,6243//,0.3684210526315789
435,2373//,6244//,0.3185689948892675
436,2373//,7139//,0.305668016194332
437,2373//,7211//,0.32298136645962733
438,2373//,7212//,0.3482142857142857
439,2373//,7223//,0.32323232323232326
440,2373//,7224//,0.3475177304964539
441,2373//,7225//,0.3028083028083028
442,2373//,8111//,0.3103448275862069
443,2373//,8113//,0.3228346456692913
444,2373//,8114//,0.3368421052631579
445,2373//,8121//,0.34523809523809523
446,2373//,8122//,0.3053435114503817
447,2373//,8123//,0.4126506024096386
448,2373//,8134//,0.3014256619144603
449,2379//,4872//,0.3017241379310345
450,2381//,2382//,0.640728476821192
451,2381//,2383//,0.45652173913043476
452,2381//,2389//,0.6192733017377567
453,2381//,3219//,0.3715415019762846
454,2381//,3261//,0.3359683794466403
455,2381//,3273//,0.4683794466403162
456,2381//,3323//,0.36363636363636365
457,2381//,3327//,0.3952569169960474
458,2381//,4231//,0.3557312252964427
459,2381//,4233//,0.3300395256916996
460,2381//,4238//,0.5447897623400365
461,2381//,4239//,0.31225296442687744
462,2381//,4244//,0.3616600790513834
463,2381//,4245//,0.30039525691699603
464,2381//,4249//,0.5158102766798419
465,2381//,4411//,0.5618421052631579
466,2381//,4412//,0.5901328273244781
467,2381//,4413//,0.5501730103806228
468,2381//,4421//,0.5693950177935944
469,2381//,4422//,0.5790513833992095
470,2381//,4431//,0.5592885375494071
471,2381//,4441//,0.552414605418139
472,2381//,4442//,0.5612998522895125
473,2381//,4451//,0.5753424657534246
474,2381//,4452//,0.4525691699604743
475,2381//,4453//,0.5059288537549407
476,2381//,4461//,0.5419354838709678
477,2381//,4471//,0.5517241379310345
478,2381//,4481//,0.39723320158102765
479,2381//,4482//,0.49209486166007904
480,2381//,4483//,0.44466403162055335
481,2381//,4511//,0.6007067137809188
482,2381//,4512//,0.308300395256917
483,2381//,4522//,0.35968379446640314
484,2381//,4523//,0.5487465181058496
485,2381//,4531//,0.5335968379446641
486,2381//,4532//,0.5098814229249012
487,2381//,4533//,0.6130268199233716
488,2381//,4539//,0.5662460567823344
489,2381//,4543//,0.5801011804384486
490,2381//,4841//,0.5504132231404959
491,2381//,4842//,0.5653495440729484
492,2381//,4884//,0.391304347826087
493,2381//,5173//,0.3675889328063241
494,2381//,5221//,0.5473684210526316
495,2381//,5242//,0.45454545454545453
496,2381//,5322//,0.5287356321839081
497,2381//,5412//,0.2984189723320158
498,2381//,5419//,0.5612648221343873
499,2381//,5613//,0.30632411067193677
500,2381//,5617//,0.6067193675889329
501,2381//,5621//,0.38735177865612647
502,2381//,6211//,0.5211267605633803
503,2381//,6212//,0.5745721271393643
504,2381//,6213//,0.5643312101910828
505,2381//,6214//,0.5079051383399209
506,2381//,6216//,0.5245579567779961
507,2381//,6219//,0.3241106719367589
508,2381//,6231//,0.5481099656357389
509,2381//,6232//,0.48023715415019763
510,2381//,6233//,0.634765625
511,2381//,6241//,0.5638841567291312
512,2381//,6242//,0.4624505928853755
513,2381//,6244//,0.5315161839863713
514,2381//,7139//,0.5988142292490118
515,2381//,7211//,0.3695652173913043
516,2381//,7212//,0.4051383399209486
517,2381//,7223//,0.30039525691699603
518,2381//,7224//,0.5395256916996047
519,2381//,7225//,0.5531135531135531
520,2381//,8111//,0.5683709869203329
521,2381//,8113//,0.4150197628458498
522,2381//,8114//,0.33794466403162055
523,2381//,8121//,0.48616600790513836
524,2381//,8122//,0.5206106870229008
525,2381//,8123//,0.34782608695652173
526,2381//,8131//,0.5356200527704486
527,2381//,8134//,0.5513833992094862
528,2382//,2389//,0.69826224328594
529,2382//,2383//,0.41225165562913907
530,2382//,3219//,0.3294701986754967
531,2382//,3273//,0.4552980132450331
532,2382//,3323//,0.34271523178807944
533,2382//,3327//,0.38741721854304634
534,2382//,4231//,0.3526490066225166
535,2382//,4238//,0.6076158940397351
536,2382//,4239//,0.3079470198675497
537,2382//,4244//,0.3394039735099338
538,2382//,4245//,0.3079470198675497
539,2382//,4249//,0.5099337748344371
540,2382//,4411//,0.6592105263157895
541,2382//,4412//,0.597682119205298
542,2382//,4413//,0.6655132641291811
543,2382//,4421//,0.6473509933774835
544,2382//,4422//,0.5447019867549668
545,2382//,4431//,0.5347682119205298
546,2382//,4441//,0.6643109540636042
547,2382//,4442//,0.654357459379616
548,2382//,4451//,0.6575342465753424
549,2382//,4452//,0.4105960264900662
550,2382//,4453//,0.5115894039735099
551,2382//,4461//,0.6477419354838709
552,2382//,4471//,0.6655172413793103
553,2382//,4481//,0.41887417218543044
554,2382//,4482//,0.5033112582781457
555,2382//,4483//,0.44039735099337746
556,2382//,4511//,0.6556291390728477
557,2382//,4512//,0.29635761589403975
558,2382//,4522//,0.3543046357615894
559,2382//,4523//,0.6476323119777159
560,2382//,4531//,0.5215231788079471
561,2382//,4532//,0.5231788079470199
562,2382//,4533//,0.5993377483443708
563,2382//,4539//,0.668769716088328
564,2382//,4543//,0.6589403973509934
565,2382//,4841//,0.6545454545454545
566,2382//,4842//,0.6656534954407295
567,2382//,4884//,0.3609271523178808
568,2382//,5173//,0.3990066225165563
569,2382//,5221//,0.6440397350993378
570,2382//,5242//,0.46192052980132453
571,2382//,5311//,0.304635761589404
572,2382//,5322//,0.6371100164203612
573,2382//,5412//,0.31788079470198677
574,2382//,5419//,0.5314569536423841
575,2382//,5613//,0.3294701986754967
576,2382//,5617//,0.5993377483443708
577,2382//,5621//,0.3394039735099338
578,2382//,6211//,0.6557120500782473
579,2382//,6212//,0.6748166259168704
580,2382//,6213//,0.6764331210191082
581,2382//,6214//,0.5
582,2382//,6216//,0.5281456953642384
583,2382//,6219//,0.326158940397351
584,2382//,6231//,0.6274834437086093
585,2382//,6232//,0.4602649006622517
586,2382//,6233//,0.5860927152317881
587,2382//,6241//,0.6324503311258278
588,2382//,6242//,0.4470198675496689
589,2382//,6244//,0.6390728476821192
590,2382//,7139//,0.5860927152317881
591,2382//,7211//,0.37251655629139074
592,2382//,7212//,0.3741721854304636
593,2382//,7223//,0.30629139072847683
594,2382//,7224//,0.5066225165562914
595,2382//,7225//,0.6568986568986569
596,2382//,8111//,0.6718192627824019
597,2382//,8113//,0.45364238410596025
598,2382//,8114//,0.3543046357615894
599,2382//,8121//,0.48841059602649006
600,2382//,8122//,0.6473282442748092
601,2382//,8123//,0.36258278145695366
602,2382//,8131//,0.6701846965699209
603,2382//,8134//,0.554635761589404
604,2383//,8114//,0.445859872611465
605,2383//,2389//,0.38704581358609796
606,2383//,3219//,0.3375796178343949
607,2383//,3273//,0.3723958333333333
608,2383//,3323//,0.34076433121019106
609,2383//,4231//,0.3184713375796178
610,2383//,4233//,0.34394904458598724
611,2383//,4237//,0.30254777070063693
612,2383//,4244//,0.37261146496815284
613,2383//,4245//,0.31210191082802546
614,2383//,4249//,0.3510392609699769
615,2383//,4411//,0.32894736842105265
616,2383//,4412//,0.3795066413662239
617,2383//,4413//,0.328719723183391
618,2383//,4421//,0.3594306049822064
619,2383//,4422//,0.4553376906318083
620,2383//,4431//,0.3904109589041096
621,2383//,4441//,0.3380447585394582
622,2383//,4442//,0.34268833087149186
623,2383//,4451//,0.36027397260273974
624,2383//,4452//,0.45403899721448465
625,2383//,4453//,0.3374485596707819
626,2383//,4461//,0.32
627,2383//,4471//,0.3310344827586207
628,2383//,4481//,0.37333333333333335
629,2383//,4482//,0.32096069868995636
630,2383//,4483//,0.41842105263157897
631,2383//,4511//,0.4010600706713781
632,2383//,4512//,0.3630573248407643
633,2383//,4522//,0.37261146496815284
634,2383//,4523//,0.3231197771587744
635,2383//,4531//,0.36363636363636365
636,2383//,4532//,0.3851063829787234
637,2383//,4533//,0.4099616858237548
638,2383//,4539//,0.37381703470031546
639,2383//,4543//,0.3676222596964587
640,2383//,4841//,0.30413223140495865
641,2383//,4842//,0.32674772036474165
642,2383//,4884//,0.40483383685800606
643,2383//,4921//,0.3089171974522293
644,2383//,5173//,0.311614730878187
645,2383//,5242//,0.398989898989899
646,2383//,5311//,0.35668789808917195
647,2383//,5312//,0.3980891719745223
648,2383//,5322//,0.3218390804597701
649,2383//,5412//,0.29936305732484075
650,2383//,5419//,0.41113490364025695
651,2383//,5617//,0.40674603174603174
652,2383//,5621//,0.3821656050955414
653,2383//,5629//,0.3184713375796178
654,2383//,6211//,0.3302034428794992
655,2383//,6212//,0.34596577017114916
656,2383//,6213//,0.3401273885350318
657,2383//,6214//,0.3374233128834356
658,2383//,6216//,0.32023575638506874
659,2383//,6219//,0.3630573248407643
660,2383//,6231//,0.3230240549828179
661,2383//,6232//,0.37203791469194314
662,2383//,6233//,0.40234375
663,2383//,6241//,0.34071550255536626
664,2383//,6242//,0.40302267002518893
665,2383//,6243//,0.3184713375796178
666,2383//,6244//,0.3373083475298126
667,2383//,7139//,0.4392712550607287
668,2383//,7211//,0.43788819875776397
669,2383//,7212//,0.4107142857142857
670,2383//,7223//,0.3057324840764331
671,2383//,7224//,0.4373522458628842
672,2383//,7225//,0.34065934065934067
673,2383//,8111//,0.3507728894173603
674,2383//,8121//,0.4452380952380952
675,2383//,8122//,0.3083969465648855
676,2383//,8123//,0.37349397590361444
677,2383//,8131//,0.3087071240105541
678,2383//,8134//,0.3604887983706721
679,2389//,4842//,0.7355623100303952
680,2389//,3219//,0.35071090047393366
681,2389//,3273//,0.43759873617693523
682,2389//,3323//,0.3175355450236967
683,2389//,3327//,0.40916271721958924
684,2389//,4231//,0.33175355450236965
685,2389//,4238//,0.6003159557661928
686,2389//,4239//,0.3033175355450237
687,2389//,4244//,0.3380726698262243
688,2389//,4249//,0.4786729857819905
689,2389//,4411//,0.7026315789473684
690,2389//,4412//,0.593996840442338
691,2389//,4413//,0.7024221453287197
692,2389//,4421//,0.6034755134281201
693,2389//,4422//,0.5355450236966824
694,2389//,4431//,0.4849921011058452
695,2389//,4441//,0.7043580683156655
696,2389//,4442//,0.7223042836041359
697,2389//,4451//,0.7164383561643836
698,2389//,4452//,0.42812006319115326
699,2389//,4453//,0.5339652448657188
700,2389//,4461//,0.6941935483870968
701,2389//,4471//,0.7057471264367816
702,2389//,4481//,0.40442338072669826
703,2389//,4482//,0.47235387045813587
704,2389//,4483//,0.43759873617693523
705,2389//,4511//,0.6287519747235387
706,2389//,4522//,0.3285939968404423
707,2389//,4523//,0.692200557103064
708,2389//,4531//,0.5402843601895735
709,2389//,4532//,0.5292259083728278
710,2389//,4533//,0.5797788309636651
711,2389//,4539//,0.7271293375394322
712,2389//,4543//,0.6793048973143759
713,2389//,4841//,0.6619273301737757
714,2389//,4884//,0.37756714060031593
715,2389//,5173//,0.35071090047393366
716,2389//,5221//,0.6129541864139021
717,2389//,5242//,0.4344391785150079
718,2389//,5322//,0.6461295418641391
719,2389//,5419//,0.5418641390205371
720,2389//,5613//,0.30173775671406006
721,2389//,5617//,0.5608214849921012
722,2389//,5621//,0.3744075829383886
723,2389//,6211//,0.6838810641627543
724,2389//,6212//,0.6931540342298288
725,2389//,6213//,0.70828025477707
726,2389//,6214//,0.5244865718799369
727,2389//,6216//,0.5308056872037915
728,2389//,6219//,0.32701421800947866
729,2389//,6231//,0.6429699842022117
730,2389//,6232//,0.4676145339652449
731,2389//,6233//,0.5797788309636651
732,2389//,6241//,0.6445497630331753
733,2389//,6242//,0.4470774091627172
734,2389//,6244//,0.6382306477093207
735,2389//,7139//,0.5892575039494471
736,2389//,7211//,0.3791469194312796
737,2389//,7212//,0.4186413902053712
738,2389//,7223//,0.3333333333333333
739,2389//,7224//,0.5071090047393365
740,2389//,7225//,0.702075702075702
