,source,target,weight
219,141,284,0.3235294117647059
220,141,439,0.35294117647058826
221,141,479,0.3620689655172414
222,141,771,0.34285714285714286
223,141,842,0.35135135135135137
224,141,960,0.39622641509433965
225,141,970,0.3888888888888889
226,142,259,0.3181818181818182
227,143,479,0.4482758620689655
228,143,452,0.3333333333333333
229,143,478,0.41509433962264153
230,143,742,0.3508771929824561
231,143,851,0.3524590163934426
232,143,852,0.3584905660377358
233,143,853,0.3263157894736842
234,143,889,0.32075471698113206
235,143,960,0.4339622641509434
236,151,970,0.3333333333333333
237,152,251,0.35294117647058826
238,152,271,0.3333333333333333
239,152,829,0.3333333333333333
240,161,162,0.32608695652173914
241,161,433,0.32608695652173914
242,161,452,0.3333333333333333
243,161,453,0.32608695652173914
244,161,462,0.43478260869565216
245,161,471,0.3389830508474576
246,161,521,0.3770491803278688
247,162,453,0.4117647058823529
248,162,256,0.3235294117647059
249,162,310,0.38235294117647056
250,162,433,0.35
251,162,463,0.35294117647058826
252,162,872,0.3333333333333333
253,162,879,0.3333333333333333
254,171,205,0.25
255,172,203,0.46153846153846156
256,172,212,0.46153846153846156
257,172,234,0.35714285714285715
258,172,259,0.3333333333333333
259,172,273,0.46153846153846156
260,172,310,0.3235294117647059
261,172,325,0.38461538461538464
262,172,463,0.3181818181818182
263,172,464,0.38461538461538464
264,172,469,0.3125
265,172,475,0.38461538461538464
266,172,532,0.3333333333333333
267,172,559,0.3125
268,181,469,0.3181818181818182
269,182,275,0.3333333333333333
270,182,475,0.3333333333333333
271,182,532,0.3333333333333333
272,191,254,0.5
273,192,783,0.4
274,192,332,0.3333333333333333
275,192,429,0.35714285714285715
276,192,469,0.3125
277,192,559,0.3125
278,201,235,0.3181818181818182
279,201,821,0.29411764705882354
280,201,382,0.2631578947368421
281,202,291,0.2857142857142857
282,202,232,0.25
283,203,273,0.5454545454545454
284,203,451,0.45454545454545453
285,203,212,0.45454545454545453
286,203,231,0.36363636363636365
287,203,271,0.36363636363636365
288,203,323,0.3333333333333333
289,203,325,0.36363636363636365
290,203,469,0.375
291,203,602,0.36363636363636365
292,203,649,0.3333333333333333
293,203,854,0.38461538461538464
294,204,477,0.3157894736842105
295,205,469,0.375
296,205,222,0.3548387096774194
297,205,251,0.35294117647058826
298,205,281,0.3125
299,205,289,0.3125
300,205,332,0.3333333333333333
301,205,383,0.32
302,205,492,0.375
303,205,854,0.3125
304,206,464,0.3
305,211,774,0.4444444444444444
306,211,702,0.23076923076923078
307,212,464,0.5
308,212,271,0.4
309,212,273,0.36363636363636365
310,212,469,0.3125
311,221,431,0.2222222222222222
312,222,310,0.47058823529411764
313,222,862,0.40625
314,222,772,0.3548387096774194
315,222,236,0.3225806451612903
316,222,239,0.3225806451612903
317,222,383,0.3548387096774194
318,222,433,0.4
319,222,453,0.3548387096774194
320,222,463,0.3548387096774194
321,222,682,0.3870967741935484
322,222,842,0.32432432432432434
323,222,879,0.3611111111111111
324,231,271,0.5555555555555556
325,231,504,0.2857142857142857
326,231,451,0.36363636363636365
327,233,310,0.35294117647058826
328,233,454,0.34375
329,233,862,0.3125
330,235,237,0.25
331,236,310,0.47058823529411764
332,236,869,0.4444444444444444
333,236,842,0.40540540540540543
334,236,412,0.4
335,236,856,0.2962962962962963
336,236,259,0.3333333333333333
337,236,332,0.3333333333333333
338,236,411,0.3333333333333333
339,236,432,0.3333333333333333
340,236,439,0.3225806451612903
341,236,453,0.3448275862068966
342,236,463,0.3333333333333333
343,236,473,0.3235294117647059
344,236,682,0.37037037037037035
345,236,862,0.375
346,236,900,0.32142857142857145
347,241,282,0.2857142857142857
348,242,271,0.4444444444444444
349,242,512,0.3
350,242,243,0.3333333333333333
351,242,252,0.35294117647058826
352,242,469,0.375
353,242,491,0.3333333333333333
354,242,681,0.4
355,242,871,0.3333333333333333
356,243,822,0.5
357,243,649,0.4166666666666667
358,243,257,0.38461538461538464
359,243,291,0.3333333333333333
360,243,451,0.36363636363636365
361,243,464,0.4
362,243,469,0.3125
363,243,661,0.3333333333333333
364,243,681,0.4
365,244,492,0.3333333333333333
366,245,251,0.35294117647058826
367,251,332,0.4444444444444444
368,251,869,0.43478260869565216
369,251,271,0.4117647058823529
370,251,255,0.3157894736842105
371,251,259,0.3333333333333333
372,251,281,0.35294117647058826
373,251,383,0.36
374,251,463,0.36363636363636365
375,251,467,0.3333333333333333
376,251,469,0.4117647058823529
377,251,683,0.3333333333333333
378,251,854,0.35294117647058826
379,252,469,0.4117647058823529
380,252,281,0.35294117647058826
381,252,383,0.32
382,252,463,0.3181818181818182
383,252,467,0.3333333333333333
384,253,854,0.3076923076923077
385,254,591,0.5
386,254,613,0.5
387,254,620,0.5
388,254,641,0.5
389,254,691,0.5
390,254,782,0.5
391,254,823,0.4
392,254,791,0.3333333333333333
393,254,279,0.3333333333333333
394,254,465,0.3333333333333333
395,254,491,0.4
396,254,612,0.5
397,254,631,0.3333333333333333
398,254,643,0.4
399,254,661,0.4
400,254,722,0.5
401,254,803,0.5
402,255,256,0.391304347826087
403,255,257,0.3157894736842105
404,256,682,0.391304347826087
405,256,383,0.36
406,256,411,0.3333333333333333
407,256,453,0.3793103448275862
408,256,463,0.34782608695652173
409,256,712,0.391304347826087
410,256,869,0.34782608695652173
411,256,949,0.32142857142857145
412,257,464,0.38461538461538464
413,257,469,0.3125
414,257,683,0.3333333333333333
415,257,822,0.38461538461538464
416,259,801,0.42857142857142855
417,259,332,0.3333333333333333
418,259,463,0.3181818181818182
419,259,862,0.3125
420,261,279,0.3333333333333333
421,262,854,0.35714285714285715
422,263,266,0.6666666666666666
423,263,302,0.4
424,263,279,0.3333333333333333
425,263,303,0.5
426,263,304,0.5
427,263,495,0.3333333333333333
428,263,531,0.5
429,263,620,0.3333333333333333
430,263,652,0.5
431,263,661,0.4
432,263,663,0.3333333333333333
433,263,843,0.5
434,264,970,0.4444444444444444
435,264,479,0.3448275862068966
436,264,960,0.33962264150943394
437,265,271,0.3333333333333333
438,265,781,0.3333333333333333
439,265,631,0.3333333333333333
440,265,641,0.3333333333333333
441,265,661,0.3333333333333333
442,265,722,0.3333333333333333
443,265,823,0.3333333333333333
444,265,871,0.3333333333333333
445,266,303,0.6666666666666666
446,266,803,0.5
447,266,279,0.3333333333333333
448,266,302,0.4
449,266,304,0.3333333333333333
450,266,491,0.4
451,266,495,0.3333333333333333
452,266,531,0.3333333333333333
453,266,620,0.3333333333333333
454,266,652,0.3333333333333333
455,266,661,0.4
456,266,663,0.3333333333333333
457,266,843,0.3333333333333333
458,267,900,0.35714285714285715
459,267,331,0.3142857142857143
460,267,439,0.3225806451612903
461,268,653,0.5
462,268,662,0.5
463,268,731,0.5
464,268,651,0.3333333333333333
465,268,620,0.3333333333333333
466,271,274,0.4444444444444444
467,271,281,0.42857142857142855
468,271,502,0.3333333333333333
469,271,273,0.36363636363636365
470,271,463,0.3181818181818182
471,271,464,0.4
472,271,469,0.3125
473,271,801,0.35714285714285715
474,271,871,0.3333333333333333
475,272,641,0.25
476,273,475,0.4166666666666667
477,273,292,0.2727272727272727
478,273,291,0.36363636363636365
479,273,323,0.3333333333333333
480,273,325,0.36363636363636365
481,273,854,0.38461538461538464
482,275,309,0.2727272727272727
483,275,732,0.3333333333333333
484,279,591,0.5
485,279,643,0.5
486,279,661,0.5
487,279,302,0.3333333333333333
488,279,465,0.3333333333333333
489,279,491,0.3333333333333333
490,279,611,0.3333333333333333
491,279,612,0.5
492,279,613,0.3333333333333333
493,279,620,0.3333333333333333
494,279,631,0.3333333333333333
495,279,641,0.3333333333333333
496,279,691,0.3333333333333333
497,279,722,0.3333333333333333
498,279,774,0.3333333333333333
499,279,791,0.3333333333333333
500,279,803,0.3333333333333333
501,279,823,0.3333333333333333
502,281,324,0.30434782608695654
503,281,289,0.35714285714285715
504,281,464,0.35714285714285715
505,281,467,0.3333333333333333
506,281,469,0.3125
507,281,712,0.3333333333333333
508,281,801,0.35714285714285715
509,282,854,0.38461538461538464
510,283,291,0.3333333333333333
511,283,639,0.3333333333333333
512,284,352,0.34615384615384615
513,284,881,0.3125
514,289,683,0.4444444444444444
515,289,712,0.4444444444444444
516,289,701,0.4166666666666667
517,289,332,0.3333333333333333
518,289,429,0.38461538461538464
519,289,469,0.3125
520,289,682,0.34782608695652173
521,291,601,0.375
522,291,639,0.36363636363636365
523,293,321,0.3333333333333333
524,293,799,0.3076923076923077
525,302,661,0.4
526,303,304,0.5
527,303,491,0.4
528,303,495,0.3333333333333333
529,303,531,0.5
530,303,620,0.3333333333333333
531,303,652,0.5
532,303,663,0.3333333333333333
533,303,803,0.5
534,303,843,0.5
535,304,531,1.0
536,304,652,1.0
537,304,495,0.3333333333333333
538,304,620,0.3333333333333333
539,304,663,0.3333333333333333
540,304,843,0.5
541,310,433,0.45
542,310,329,0.4117647058823529
543,310,563,0.35294117647058826
544,310,383,0.35294117647058826
545,310,439,0.35294117647058826
546,310,452,0.35185185185185186
547,310,453,0.4117647058823529
548,310,454,0.35294117647058826
549,310,463,0.4117647058823529
550,310,473,0.3235294117647059
551,310,478,0.37735849056603776
552,310,493,0.38235294117647056
553,310,494,0.3620689655172414
554,310,842,0.3783783783783784
555,310,862,0.35294117647058826
556,310,900,0.38235294117647056
557,310,960,0.37735849056603776
558,321,464,0.3333333333333333
559,321,463,0.3181818181818182
560,321,469,0.3333333333333333
561,321,712,0.3333333333333333
562,322,802,0.35
563,323,451,0.4166666666666667
564,323,561,0.38461538461538464
565,323,325,0.3333333333333333
566,323,469,0.3125
567,323,649,0.3333333333333333
568,323,774,0.3333333333333333
569,325,639,0.45454545454545453
570,325,532,0.4
571,325,451,0.36363636363636365
572,325,561,0.38461538461538464
573,325,602,0.36363636363636365
574,325,649,0.3333333333333333
575,325,722,0.36363636363636365
576,331,942,0.4
577,331,351,0.37142857142857144
578,331,432,0.3142857142857143
579,331,439,0.37142857142857144
580,331,453,0.3142857142857143
581,331,493,0.3142857142857143
582,331,682,0.3142857142857143
583,331,813,0.3142857142857143
584,332,801,0.3888888888888889
585,332,813,0.34782608695652173
586,332,429,0.3333333333333333
587,332,432,0.37037037037037035
588,332,439,0.3548387096774194
589,332,467,0.3333333333333333
590,332,469,0.3888888888888889
591,332,682,0.34782608695652173
592,332,683,0.3333333333333333
593,332,712,0.3888888888888889
594,332,812,0.34615384615384615
595,351,942,0.45714285714285713
596,351,862,0.40625
597,351,381,0.40540540540540543
598,351,949,0.375
599,351,383,0.3125
600,351,411,0.3125
601,351,412,0.34375
602,351,461,0.3125
603,351,682,0.3125
604,351,712,0.3125
605,351,842,0.35135135135135137
606,351,869,0.34375
607,351,873,0.32432432432432434
608,351,879,0.3888888888888889
609,351,900,0.34375
610,352,411,0.375
611,352,454,0.375
612,353,952,0.43902439024390244
613,353,381,0.3333333333333333
614,353,433,0.31666666666666665
615,353,452,0.35
616,353,471,0.43333333333333335
617,353,472,0.32894736842105265
618,353,494,0.4
619,353,521,0.32786885245901637
620,353,742,0.3333333333333333
621,353,842,0.3333333333333333
622,353,853,0.3473684210526316
623,353,872,0.3333333333333333
624,353,879,0.31666666666666665
625,353,951,0.3333333333333333
626,360,910,0.5208333333333334
627,360,581,0.35
628,360,472,0.34
629,360,742,0.33
630,360,750,0.47761194029850745
631,360,841,0.44970414201183434
632,360,851,0.48360655737704916
633,360,853,0.46
634,360,855,0.49242424242424243
635,360,861,0.4685714285714286
636,360,932,0.512987012987013
637,360,952,0.33
638,370,462,0.3333333333333333
639,381,771,0.35135135135135137
640,381,522,0.32432432432432434
641,381,881,0.32432432432432434
642,381,412,0.35135135135135137
643,381,453,0.32432432432432434
644,381,473,0.35135135135135137
645,381,493,0.32432432432432434
646,381,563,0.32432432432432434
647,381,842,0.32432432432432434
648,381,873,0.32432432432432434
649,381,879,0.3783783783783784
650,381,931,0.3125
651,381,942,0.32432432432432434
652,383,463,0.4
653,383,439,0.3225806451612903
654,383,453,0.3793103448275862
655,383,682,0.4
656,383,869,0.4
657,390,422,0.38095238095238093
658,411,432,0.3333333333333333
659,411,682,0.3333333333333333
660,411,862,0.3125
661,411,869,0.3333333333333333
662,411,900,0.32142857142857145
663,411,949,0.32142857142857145
664,412,432,0.3333333333333333
665,412,439,0.3225806451612903
666,412,683,0.36666666666666664
667,412,812,0.36666666666666664
668,412,862,0.3125
669,412,942,0.3142857142857143
670,421,452,0.3148148148148148
671,421,471,0.3220338983050847
672,421,742,0.3157894736842105
673,422,561,0.3333333333333333
674,429,683,0.3888888888888889
675,429,749,0.35714285714285715
676,429,821,0.3333333333333333
677,429,561,0.38461538461538464
678,429,783,0.3333333333333333
679,431,432,0.2962962962962963
680,432,812,0.4444444444444444
681,432,439,0.41935483870967744
682,432,862,0.3125
683,433,452,0.3888888888888889
684,433,453,0.425
685,433,454,0.35
686,433,471,0.3728813559322034
687,433,494,0.3620689655172414
688,433,682,0.35
689,433,842,0.375
690,433,862,0.35
691,433,873,0.325
692,433,951,0.36363636363636365
693,433,952,0.3902439024390244
694,439,711,0.3225806451612903
695,439,453,0.3225806451612903
696,439,493,0.34375
697,439,812,0.3225806451612903
698,451,639,0.45454545454545453
699,451,649,0.4166666666666667
700,451,774,0.36363636363636365
701,451,464,0.36363636363636365
702,451,469,0.375
703,451,475,0.3333333333333333
704,451,683,0.3333333333333333
705,451,701,0.3333333333333333
706,451,732,0.3333333333333333
707,451,822,0.3333333333333333
708,451,854,0.38461538461538464
709,452,951,0.46296296296296297
710,452,471,0.4576271186440678
711,452,454,0.3148148148148148
712,452,477,0.3148148148148148
713,452,478,0.37037037037037035
714,452,494,0.41379310344827586
715,452,742,0.3684210526315789
716,452,842,0.3333333333333333
717,452,872,0.3148148148148148
718,452,889,0.3148148148148148
719,452,952,0.3902439024390244
720,452,960,0.3148148148148148
721,453,463,0.5517241379310345
722,453,682,0.4827586206896552
723,453,461,0.41379310344827586
724,453,503,0.3448275862068966
725,453,466,0.3793103448275862
726,453,477,0.34210526315789475
727,453,493,0.34375
728,453,494,0.3620689655172414
729,453,562,0.3611111111111111
730,453,812,0.3448275862068966
731,453,842,0.32432432432432434
732,453,862,0.375
733,453,869,0.3448275862068966
734,453,879,0.3888888888888889
735,453,900,0.3793103448275862
736,453,951,0.3409090909090909
737,454,862,0.40625
738,454,682,0.3125
739,454,842,0.35135135135135137
740,461,682,0.36
741,461,854,0.32
742,461,862,0.3125
743,461,942,0.3142857142857143
744,461,949,0.35714285714285715
745,462,471,0.3220338983050847
746,462,521,0.39344262295081966
747,462,879,0.3333333333333333
748,463,466,0.45454545454545453
749,463,869,0.43478260869565216
750,463,464,0.36363636363636365
751,463,467,0.3181818181818182
752,463,469,0.4090909090909091
753,463,682,0.43478260869565216
754,463,683,0.3181818181818182
755,463,842,0.32432432432432434
756,463,854,0.36363636363636365
757,463,862,0.375
758,463,879,0.3888888888888889
759,463,900,0.35714285714285715
760,464,469,0.4375
761,464,466,0.3333333333333333
762,464,649,0.4166666666666667
763,464,822,0.3333333333333333
764,465,613,0.5
765,465,491,0.3333333333333333
766,465,591,0.3333333333333333
767,465,612,0.3333333333333333
768,465,620,0.3333333333333333
769,465,631,0.3333333333333333
770,465,641,0.3333333333333333
771,465,643,0.3333333333333333
772,465,661,0.3333333333333333
773,465,691,0.3333333333333333
774,465,722,0.3333333333333333
775,465,791,0.3333333333333333
776,465,803,0.3333333333333333
777,465,823,0.3333333333333333
778,466,469,0.4444444444444444
779,466,743,0.3333333333333333
780,466,682,0.391304347826087
781,466,683,0.3333333333333333
782,466,712,0.3333333333333333
783,467,683,0.4444444444444444
784,467,469,0.3333333333333333
785,467,712,0.3888888888888889
786,469,683,0.4444444444444444
787,469,741,0.375
788,469,474,0.3125
789,469,639,0.3125
790,469,649,0.375
791,469,682,0.391304347826087
792,469,701,0.375
793,469,712,0.3888888888888889
794,469,743,0.3333333333333333
795,469,854,0.375
796,469,869,0.43478260869565216
797,471,952,0.43902439024390244
798,471,494,0.4067796610169492
799,471,521,0.39344262295081966
800,471,742,0.3389830508474576
801,472,952,0.524390243902439
802,472,479,0.3684210526315789
803,472,494,0.32894736842105265
804,472,742,0.35526315789473684
805,472,750,0.3283582089552239
806,472,841,0.31952662721893493
807,472,851,0.36065573770491804
808,472,853,0.45263157894736844
809,472,855,0.3409090909090909
810,472,861,0.3485714285714286
811,472,910,0.3472222222222222
812,472,932,0.34415584415584416
813,473,682,0.35294117647058826
814,473,862,0.3235294117647059
815,473,879,0.3333333333333333
816,474,681,0.4
817,475,476,0.3125
818,475,801,0.35714285714285715
819,475,854,0.38461538461538464
820,477,951,0.38636363636363635
821,478,479,0.5517241379310345
822,478,562,0.32075471698113206
823,478,742,0.3333333333333333
824,478,851,0.3524590163934426
825,478,852,0.37735849056603776
826,478,853,0.3263157894736842
827,478,889,0.3584905660377358
828,478,952,0.3902439024390244
829,478,960,0.5471698113207547
830,478,970,0.41509433962264153
831,478,982,0.3584905660377358
832,479,960,0.6551724137931034
833,479,970,0.4482758620689655
834,479,889,0.39655172413793105
835,479,851,0.4262295081967213
836,479,852,0.3620689655172414
837,479,853,0.3368421052631579
838,479,952,0.3902439024390244
839,479,981,0.45901639344262296
840,479,982,0.3793103448275862
841,491,612,0.6
842,491,803,0.6
843,491,631,0.5
844,491,642,0.5
845,491,663,0.4
846,491,591,0.4
847,491,613,0.4
848,491,619,0.375
849,491,620,0.4
850,491,641,0.4
851,491,643,0.4
852,491,661,0.4
853,491,691,0.4
854,491,722,0.4
855,491,791,0.3333333333333333
856,491,823,0.4
857,491,871,0.3333333333333333
858,492,854,0.42857142857142855
859,492,642,0.35714285714285715
860,492,701,0.35714285714285715
861,493,900,0.40625
862,493,771,0.34285714285714286
863,493,879,0.3333333333333333
864,493,942,0.37142857142857144
865,494,952,0.4146341463414634
866,494,562,0.3793103448275862
867,494,521,0.3770491803278688
868,494,742,0.3793103448275862
869,494,872,0.3620689655172414
870,494,960,0.3448275862068966
871,495,531,0.3333333333333333
872,495,620,0.3333333333333333
873,495,652,0.3333333333333333
874,495,663,0.3333333333333333
875,495,843,0.3333333333333333
876,511,611,0.3333333333333333
877,511,941,0.3333333333333333
878,511,651,0.3333333333333333
879,511,662,0.3333333333333333
880,511,782,0.3333333333333333
881,521,750,0.3582089552238806
882,521,841,0.3136094674556213
883,521,910,0.3333333333333333
884,522,682,0.32142857142857145
885,531,620,0.3333333333333333
886,531,652,1.0
887,531,663,0.3333333333333333
888,531,843,0.5
889,551,682,0.34782608695652173
890,553,771,0.3142857142857143
891,559,783,0.3125
892,561,749,0.35714285714285715
893,562,771,0.3333333333333333
894,563,842,0.32432432432432434
895,581,931,0.35
896,581,742,0.31666666666666665
897,581,855,0.3181818181818182
898,581,910,0.3402777777777778
899,582,601,0.3
900,582,990,0.3
901,591,612,0.75
902,591,722,0.75
903,591,613,0.5
904,591,620,0.5
905,591,631,0.3333333333333333
906,591,641,0.5
907,591,643,0.4
908,591,661,0.4
909,591,691,0.5
910,591,774,0.3333333333333333
911,591,791,0.3333333333333333
912,591,803,0.5
913,591,823,0.4
914,592,682,0.34782608695652173
915,601,692,0.5555555555555556
916,601,639,0.45454545454545453
917,601,642,0.375
918,601,683,0.3333333333333333
919,602,854,0.46153846153846156
920,602,639,0.45454545454545453
921,602,871,0.36363636363636365
922,602,683,0.3888888888888889
923,602,701,0.4166666666666667
924,611,691,0.5
925,611,643,0.4
926,612,613,0.5
927,612,620,0.5
928,612,631,0.5
929,612,641,0.5
930,612,643,0.4
931,612,661,0.4
932,612,691,0.5
933,612,722,0.5
934,612,774,0.3333333333333333
935,612,791,0.3333333333333333
936,612,803,0.5
937,612,823,0.4
938,613,620,0.5
939,613,631,0.3333333333333333
940,613,641,0.5
941,613,643,0.4
942,613,661,0.4
943,613,691,0.5
944,613,722,0.5
945,613,791,0.3333333333333333
946,613,803,0.5
947,613,823,0.4
948,619,642,0.5
949,620,631,0.3333333333333333
950,620,641,0.5
951,620,643,0.4
952,620,651,0.3333333333333333
953,620,652,0.3333333333333333
954,620,653,0.3333333333333333
955,620,661,0.4
956,620,662,0.3333333333333333
957,620,663,0.3333333333333333
958,620,691,0.5
959,620,722,0.5
960,620,731,0.3333333333333333
961,620,791,0.3333333333333333
962,620,803,0.5
963,620,823,0.4
964,620,843,0.3333333333333333
965,620,941,0.3333333333333333
966,631,641,0.5
967,631,643,0.3333333333333333
968,631,661,0.3333333333333333
969,631,691,0.3333333333333333
970,631,722,0.3333333333333333
971,631,791,0.3333333333333333
972,631,803,0.3333333333333333
973,631,823,0.3333333333333333
974,639,642,0.36363636363636365
975,639,649,0.3333333333333333
976,639,683,0.3333333333333333
977,639,692,0.36363636363636365
978,639,701,0.4166666666666667
979,639,822,0.4166666666666667
980,641,643,0.4
981,641,661,0.4
982,641,691,0.5
983,641,722,0.5
984,641,791,0.3333333333333333
985,641,803,0.5
986,641,823,0.4
987,642,701,0.4166666666666667
988,642,692,0.3333333333333333
989,642,732,0.3333333333333333
990,642,803,0.375
991,643,661,0.4
992,643,691,0.4
993,643,722,0.4
994,643,781,0.3333333333333333
995,643,791,0.3333333333333333
996,643,803,0.4
997,643,823,0.4
998,649,732,0.3333333333333333
999,649,822,0.4166666666666667
1000,651,653,0.3333333333333333
1001,651,662,0.3333333333333333
1002,651,731,0.3333333333333333
1003,651,941,0.3333333333333333
1004,652,663,0.3333333333333333
1005,652,843,0.5
1006,653,662,0.5
1007,653,731,0.5
1008,661,691,0.4
1009,661,722,0.4
